log_month,log_date,app_name,user_id,payment
6,2013.6.14,game-01,1359,0
6,2013.6.14,game-01,235,25710
6,2013.6.14,game-01,16905,5710
6,2013.6.14,game-01,16905,810
6,2013.6.15,game-01,117,1620
6,2013.6.15,game-01,15803,3240
6,2013.6.15,game-01,15803,1620
6,2013.6.15,game-01,15803,11420
6,2013.6.15,game-01,128,810
6,2013.6.15,game-01,351,1620
6,2013.6.15,game-01,351,13330
6,2013.6.15,game-01,11335,5710
6,2013.6.15,game-01,146,5710
6,2013.6.15,game-01,35,1620
6,2013.6.15,game-01,13179,810
6,2013.6.15,game-01,159,1620
6,2013.6.15,game-01,13948,810
6,2013.6.15,game-01,13015,13330
6,2013.6.15,game-01,8177,1620
6,2013.6.15,game-01,16522,1620
6,2013.6.15,game-01,10844,1620
6,2013.6.15,game-01,10844,810
6,2013.6.15,game-01,10844,3240
6,2013.6.15,game-01,6459,1620
6,2013.6.15,game-01,14454,4050
6,2013.6.15,game-01,14454,8100
6,2013.6.15,game-01,14454,5710
6,2013.6.15,game-01,235,13330
6,2013.6.16,game-01,117,13330
6,2013.6.16,game-01,117,3240
6,2013.6.16,game-01,15803,1620
6,2013.6.16,game-01,128,1620
6,2013.6.16,game-01,6325,810
6,2013.6.16,game-01,351,13330
6,2013.6.16,game-01,364,1620
6,2013.6.16,game-01,11335,5710
6,2013.6.16,game-01,146,1620
6,2013.6.16,game-01,35,13330
6,2013.6.16,game-01,3,5710
6,2013.6.16,game-01,1821,810
6,2013.6.16,game-01,15936,5710
6,2013.6.16,game-01,203,1620
6,2013.6.16,game-01,2784,5710
6,2013.6.16,game-01,14421,810
6,2013.6.16,game-01,6767,810
6,2013.6.16,game-01,71,1620
6,2013.6.16,game-01,71,8100
6,2013.6.16,game-01,71,810
6,2013.6.16,game-01,71,5710
6,2013.6.16,game-01,71,11420
6,2013.6.16,game-01,14454,4860
6,2013.6.16,game-01,14454,810
6,2013.6.16,game-01,1359,1620
6,2013.6.16,game-01,1359,0
6,2013.6.16,game-01,17940,810
6,2013.6.16,game-01,17940,13330
6,2013.6.16,game-01,16905,810
6,2013.6.17,game-01,15803,3330
6,2013.6.17,game-01,15803,810
6,2013.6.17,game-01,364,13330
6,2013.6.17,game-01,6637,1620
6,2013.6.17,game-01,35,1620
6,2013.6.17,game-01,497,810
6,2013.6.17,game-01,203,1620
6,2013.6.17,game-01,1359,810
6,2013.6.17,game-01,340,9520
6,2013.6.18,game-01,351,810
6,2013.6.18,game-01,3,13330
6,2013.6.18,game-01,3,9520
6,2013.6.18,game-01,159,810
6,2013.6.18,game-01,1359,810
6,2013.6.18,game-01,340,13330
6,2013.6.18,game-01,15420,9520
6,2013.6.19,game-01,351,13330
6,2013.6.19,game-01,13179,810
6,2013.6.19,game-01,159,810
6,2013.6.19,game-01,435,5710
6,2013.6.19,game-01,18440,1620
6,2013.6.19,game-01,17099,1620
6,2013.6.19,game-01,18071,2430
6,2013.6.19,game-01,11,810
6,2013.6.19,game-01,18481,1620
6,2013.6.19,game-01,8851,810
6,2013.6.19,game-01,15420,5710
6,2013.6.19,game-01,15420,13330
6,2013.6.20,game-01,35,1620
6,2013.6.20,game-01,35,13330
6,2013.6.20,game-01,18128,810
6,2013.6.20,game-01,435,13330
6,2013.6.20,game-01,15093,5710
6,2013.6.20,game-01,18071,1620
6,2013.6.20,game-01,18071,810
6,2013.6.20,game-01,15110,810
6,2013.6.20,game-01,18481,5710
6,2013.6.20,game-01,5422,13330
6,2013.6.20,game-01,18944,810
6,2013.6.20,game-01,18944,4050
6,2013.6.20,game-01,15420,13330
6,2013.6.21,game-01,13179,1620
6,2013.6.21,game-01,734,5710
6,2013.6.21,game-01,18440,810
6,2013.6.21,game-01,19666,1620
6,2013.6.21,game-01,71,5710
6,2013.6.21,game-01,18944,810
6,2013.6.22,game-01,128,5710
6,2013.6.22,game-01,351,13330
6,2013.6.22,game-01,351,4860
6,2013.6.22,game-01,364,13330
6,2013.6.22,game-01,35,1620
6,2013.6.22,game-01,35,13330
6,2013.6.22,game-01,13179,810
6,2013.6.22,game-01,157,1620
6,2013.6.22,game-01,159,810
6,2013.6.22,game-01,3048,810
6,2013.6.22,game-01,18657,810
6,2013.6.22,game-01,15420,3240
6,2013.6.22,game-01,15420,5710
6,2013.6.23,game-01,18986,810
6,2013.6.23,game-01,37,8100
6,2013.6.23,game-01,13179,2430
6,2013.6.23,game-01,7064,5710
6,2013.6.23,game-01,7064,3240
6,2013.6.23,game-01,16320,1620
6,2013.6.23,game-01,16320,5710
6,2013.6.23,game-01,16954,810
6,2013.6.23,game-01,734,810
6,2013.6.23,game-01,734,2430
6,2013.6.23,game-01,734,1620
6,2013.6.23,game-01,4171,13330
6,2013.6.23,game-01,9829,5710
6,2013.6.23,game-01,8745,1620
6,2013.6.23,game-01,186,5710
6,2013.6.23,game-01,20335,810
6,2013.6.23,game-01,20335,5710
6,2013.6.23,game-01,5422,25710
6,2013.6.23,game-01,71,13330
6,2013.6.24,game-01,117,5710
6,2013.6.24,game-01,117,9520
6,2013.6.24,game-01,351,5710
6,2013.6.24,game-01,364,1620
6,2013.6.24,game-01,364,5710
6,2013.6.24,game-01,13179,3330
6,2013.6.24,game-01,157,1620
6,2013.6.24,game-01,19845,810
6,2013.6.24,game-01,19845,3330
6,2013.6.24,game-01,159,3330
6,2013.6.24,game-01,20810,2430
6,2013.6.24,game-01,403,3330
6,2013.6.24,game-01,15110,11420
6,2013.6.24,game-01,15110,13330
6,2013.6.24,game-01,15110,810
6,2013.6.24,game-01,15507,3330
6,2013.6.24,game-01,18657,810
6,2013.6.24,game-01,18657,1620
6,2013.6.25,game-01,117,0
6,2013.6.25,game-01,117,13330
6,2013.6.25,game-01,128,3330
6,2013.6.25,game-01,351,9520
6,2013.6.25,game-01,20972,11420
6,2013.6.25,game-01,20972,2430
6,2013.6.25,game-01,20972,3240
6,2013.6.25,game-01,37,9520
6,2013.6.25,game-01,13179,810
6,2013.6.25,game-01,13179,3330
6,2013.6.25,game-01,3,9520
6,2013.6.25,game-01,3,13330
6,2013.6.25,game-01,281,3330
6,2013.6.25,game-01,21165,5710
6,2013.6.25,game-01,21165,810
6,2013.6.25,game-01,15110,9520
6,2013.6.25,game-01,20191,1620
6,2013.6.25,game-01,235,25710
6,2013.6.25,game-01,6482,5710
6,2013.6.25,game-01,6482,9520
6,2013.6.26,game-01,351,25710
6,2013.6.26,game-01,20972,1620
6,2013.6.26,game-01,20972,5710
6,2013.6.26,game-01,20972,4050
6,2013.6.26,game-01,21254,810
6,2013.6.26,game-01,364,13330
6,2013.6.26,game-01,364,1620
6,2013.6.26,game-01,8812,5710
6,2013.6.26,game-01,13179,810
6,2013.6.26,game-01,13179,5710
6,2013.6.26,game-01,20810,810
6,2013.6.26,game-01,9829,1620
6,2013.6.26,game-01,19892,810
6,2013.6.26,game-01,21165,13330
6,2013.6.26,game-01,15110,5710
6,2013.6.26,game-01,15110,25710
6,2013.6.26,game-01,11470,810
6,2013.6.26,game-01,11470,5710
6,2013.6.26,game-01,11470,4050
6,2013.6.26,game-01,21125,4050
6,2013.6.27,game-01,351,1620
6,2013.6.27,game-01,20972,5710
6,2013.6.27,game-01,364,5710
6,2013.6.27,game-01,21500,1620
6,2013.6.27,game-01,11335,5710
6,2013.6.27,game-01,37,8100
6,2013.6.27,game-01,18799,810
6,2013.6.27,game-01,20900,5710
6,2013.6.27,game-01,11470,5710
6,2013.6.27,game-01,11470,1620
6,2013.6.27,game-01,15507,5710
6,2013.6.27,game-01,6482,13330
6,2013.6.27,game-01,21373,4860
6,2013.6.28,game-01,364,13330
6,2013.6.28,game-01,13179,810
6,2013.6.28,game-01,159,810
6,2013.6.28,game-01,13015,13330
6,2013.6.28,game-01,8745,3240
6,2013.6.28,game-01,10460,810
6,2013.6.28,game-01,15110,13330
6,2013.6.28,game-01,15110,1620
6,2013.6.28,game-01,15110,5710
6,2013.6.28,game-01,15110,25710
6,2013.6.28,game-01,14421,810
6,2013.6.28,game-01,6767,1620
6,2013.6.28,game-01,11,5710
6,2013.6.28,game-01,16531,810
6,2013.6.28,game-01,71,5710
6,2013.6.28,game-01,6459,6480
6,2013.6.28,game-01,1359,1620
6,2013.6.28,game-01,3048,810
6,2013.6.28,game-01,15507,5710
6,2013.6.28,game-01,246,1620
6,2013.6.29,game-01,128,1620
6,2013.6.29,game-01,351,13330
6,2013.6.29,game-01,364,1620
6,2013.6.29,game-01,13179,1620
6,2013.6.29,game-01,13179,810
6,2013.6.29,game-01,3,5710
6,2013.6.29,game-01,157,1620
6,2013.6.29,game-01,13948,1620
6,2013.6.29,game-01,734,1620
6,2013.6.29,game-01,9829,1620
6,2013.6.29,game-01,8745,3240
6,2013.6.29,game-01,10460,810
6,2013.6.29,game-01,10287,810
6,2013.6.29,game-01,7575,810
6,2013.6.29,game-01,14438,810
6,2013.6.29,game-01,18657,810
6,2013.6.30,game-01,128,1620
6,2013.6.30,game-01,351,3240
6,2013.6.30,game-01,20972,3240
6,2013.6.30,game-01,364,3240
6,2013.6.30,game-01,11335,5710
6,2013.6.30,game-01,144,1620
6,2013.6.30,game-01,3,13330
6,2013.6.30,game-01,3,5710
6,2013.6.30,game-01,9376,810
6,2013.6.30,game-01,10287,810
6,2013.6.30,game-01,12221,810
6,2013.6.30,game-01,22435,13330
6,2013.6.30,game-01,7575,2430
6,2013.6.30,game-01,71,13330
6,2013.6.30,game-01,711,5710
6,2013.6.30,game-01,246,810
6,2013.6.30,game-01,6482,1620
7,2013.7.30,game-01,128,5710
7,2013.7.18,game-01,128,9520
7,2013.7.30,game-01,128,13330
7,2013.7.9,game-01,128,13330
7,2013.7.11,game-01,128,13330
7,2013.7.18,game-01,128,13330
7,2013.7.16,game-01,128,5710
7,2013.7.25,game-01,128,13330
7,2013.7.8,game-01,128,5710
7,2013.7.11,game-01,128,9520
7,2013.7.29,game-01,128,5710
7,2013.7.4,game-01,128,3330
7,2013.7.25,game-01,128,9520
7,2013.7.2,game-01,128,5710
7,2013.7.10,game-01,128,9520
7,2013.7.4,game-01,128,13330
7,2013.7.19,game-01,9520,810
7,2013.7.3,game-01,9520,3330
7,2013.7.10,game-01,9520,9520
7,2013.7.28,game-01,9520,5710
7,2013.7.2,game-01,12941,810
7,2013.7.2,game-01,12941,13330
7,2013.7.1,game-01,12941,1620
7,2013.7.2,game-01,12941,5710
7,2013.7.2,game-01,12941,3240
7,2013.7.2,game-01,12941,1620
7,2013.7.22,game-01,314,1620
7,2013.7.20,game-01,314,13330
7,2013.7.22,game-01,314,13330
7,2013.7.15,game-01,314,1620
7,2013.7.14,game-01,314,1620
7,2013.7.20,game-01,314,1620
7,2013.7.4,game-01,314,13330
7,2013.7.16,game-01,314,13330
7,2013.7.13,game-01,314,13330
7,2013.7.14,game-01,314,13330
7,2013.7.17,game-01,314,1620
7,2013.7.23,game-01,71,8100
7,2013.7.27,game-01,71,8100
7,2013.7.25,game-01,71,9520
7,2013.7.2,game-01,20922,11420
7,2013.7.16,game-01,20922,11420
7,2013.7.2,game-01,20922,13330
7,2013.7.8,game-01,20922,13330
7,2013.7.14,game-01,20922,3240
7,2013.7.28,game-01,20922,5710
7,2013.7.12,game-01,20922,13330
7,2013.7.30,game-01,20922,13330
7,2013.7.2,game-01,20922,5710
7,2013.7.21,game-01,20922,5710
7,2013.7.16,game-01,20922,810
7,2013.7.16,game-01,20922,1620
7,2013.7.23,game-01,20922,13330
7,2013.7.16,game-01,20922,5710
7,2013.7.16,game-01,20922,8100
7,2013.7.10,game-01,20922,5710
7,2013.7.25,game-01,159,0
7,2013.7.11,game-01,159,9520
7,2013.7.25,game-01,159,13330
7,2013.7.24,game-01,159,5710
7,2013.7.10,game-01,159,9520
7,2013.7.2,game-01,159,5710
7,2013.7.2,game-01,159,13330
7,2013.7.11,game-01,159,5710
7,2013.7.15,game-01,159,1620
7,2013.7.16,game-01,159,13330
7,2013.7.11,game-01,159,13330
7,2013.7.16,game-01,159,3240
7,2013.7.24,game-01,159,9520
7,2013.7.25,game-01,15507,3330
7,2013.7.30,game-01,15507,1620
7,2013.7.22,game-01,15507,5710
7,2013.7.2,game-01,15507,810
7,2013.7.10,game-01,15507,3330
7,2013.7.15,game-01,15507,810
7,2013.7.16,game-01,15507,1620
7,2013.7.29,game-01,15507,1620
7,2013.7.9,game-01,15507,810
7,2013.7.12,game-01,15507,810
7,2013.7.7,game-01,15507,1620
7,2013.7.30,game-01,3692,1620
7,2013.7.16,game-01,10287,1620
7,2013.7.9,game-01,10287,810
7,2013.7.15,game-01,10287,5710
7,2013.7.11,game-01,10287,810
7,2013.7.22,game-01,37,1620
7,2013.7.24,game-01,37,1620
7,2013.7.29,game-01,37,1620
7,2013.7.7,game-01,37,4860
7,2013.7.28,game-01,17539,810
7,2013.7.7,game-01,17539,810
7,2013.7.10,game-01,17539,810
7,2013.7.11,game-01,17539,3330
7,2013.7.19,game-01,17539,810
7,2013.7.22,game-01,17539,810
7,2013.7.24,game-01,17539,3330
7,2013.7.18,game-01,17539,810
7,2013.7.15,game-01,17539,1620
7,2013.7.7,game-01,16531,1620
7,2013.7.7,game-01,16531,5710
7,2013.7.23,game-01,210,5710
7,2013.7.17,game-01,35,1620
7,2013.7.16,game-01,35,1620
7,2013.7.11,game-01,21500,5710
7,2013.7.10,game-01,21500,1620
7,2013.7.3,game-01,21500,1620
7,2013.7.7,game-01,21500,1620
7,2013.7.2,game-01,21500,1620
7,2013.7.14,game-01,497,25710
7,2013.7.15,game-01,497,13330
7,2013.7.25,game-01,497,25710
7,2013.7.10,game-01,497,9520
7,2013.7.8,game-01,497,13330
7,2013.7.10,game-01,160,810
7,2013.7.8,game-01,160,1620
7,2013.7.5,game-01,160,5710
7,2013.7.2,game-01,160,5710
7,2013.7.28,game-01,160,1620
7,2013.7.2,game-01,160,2430
7,2013.7.30,game-01,160,810
7,2013.7.2,game-01,160,810
7,2013.7.2,game-01,160,1620
7,2013.7.12,game-01,160,1620
7,2013.7.7,game-01,146,1620
7,2013.7.14,game-01,146,1620
7,2013.7.8,game-01,146,1620
7,2013.7.25,game-01,351,3330
7,2013.7.5,game-01,14421,5710
7,2013.7.4,game-01,14421,25710
7,2013.7.4,game-01,14421,3330
7,2013.7.13,game-01,14421,5710
7,2013.7.18,game-01,22064,13330
7,2013.7.8,game-01,22064,13330
7,2013.7.9,game-01,22064,5710
7,2013.7.8,game-01,22064,5710
7,2013.7.9,game-01,22064,13330
7,2013.7.3,game-01,22064,5710
7,2013.7.12,game-01,22064,13330
7,2013.7.17,game-01,22064,9520
7,2013.7.7,game-01,22064,13330
7,2013.7.13,game-01,21223,13330
7,2013.7.1,game-01,21223,13330
7,2013.7.15,game-01,21223,1620
7,2013.7.25,game-01,21223,9520
7,2013.7.7,game-01,21223,13330
7,2013.7.27,game-01,21223,1620
7,2013.7.18,game-01,21223,810
7,2013.7.22,game-01,21223,4860
7,2013.7.26,game-01,21223,25710
7,2013.7.19,game-01,21223,13330
7,2013.7.30,game-01,21223,3240
7,2013.7.3,game-01,21223,3330
7,2013.7.4,game-01,21223,6660
7,2013.7.29,game-01,21223,13330
7,2013.7.22,game-01,21223,13330
7,2013.7.15,game-01,21223,13330
7,2013.7.5,game-01,21223,810
7,2013.7.16,game-01,21223,13330
7,2013.7.10,game-01,21223,5710
7,2013.7.24,game-01,21223,5710
7,2013.7.10,game-01,21223,9520
7,2013.7.11,game-01,21223,9520
7,2013.7.4,game-01,21223,13330
7,2013.7.22,game-01,4171,13330
7,2013.7.28,game-01,4171,13330
7,2013.7.17,game-01,4171,13330
7,2013.7.16,game-01,4171,1620
7,2013.7.24,game-01,4171,5710
7,2013.7.12,game-01,4171,1620
7,2013.7.30,game-01,4171,3240
7,2013.7.29,game-01,4171,1620
7,2013.7.1,game-01,4171,5710
7,2013.7.7,game-01,4171,5710
7,2013.7.11,game-01,4171,5710
7,2013.7.27,game-01,4171,5710
7,2013.7.24,game-01,4171,1620
7,2013.7.26,game-01,4171,1620
7,2013.7.10,game-01,4171,3330
7,2013.7.2,game-01,4171,1620
7,2013.7.2,game-01,4171,5710
7,2013.7.13,game-01,4171,13330
7,2013.7.12,game-01,4171,5710
7,2013.7.4,game-01,4171,5710
7,2013.7.26,game-01,4171,13330
7,2013.7.24,game-01,1359,3330
7,2013.7.19,game-01,14939,5710
7,2013.7.20,game-01,14939,13330
7,2013.7.2,game-01,14939,5710
7,2013.7.4,game-01,14939,3330
7,2013.7.11,game-01,21792,5710
7,2013.7.10,game-01,235,810
7,2013.7.17,game-01,235,810
7,2013.7.14,game-01,9824,810
7,2013.7.30,game-01,13533,5710
7,2013.7.2,game-01,6544,1620
7,2013.7.8,game-01,6544,810
7,2013.7.29,game-01,6544,1620
7,2013.7.23,game-01,6544,1620
7,2013.7.23,game-01,6544,2430
7,2013.7.23,game-01,6544,810
7,2013.7.2,game-01,6544,810
7,2013.7.21,game-01,6544,5710
7,2013.7.11,game-01,5153,5710
7,2013.7.13,game-01,5153,5710
7,2013.7.13,game-01,5153,810
7,2013.7.7,game-01,5153,810
7,2013.7.7,game-01,5153,5710
7,2013.7.18,game-01,21276,810
7,2013.7.1,game-01,21276,810
7,2013.7.11,game-01,21276,810
7,2013.7.13,game-01,21276,810
7,2013.7.16,game-01,21276,0
7,2013.7.7,game-01,21276,810
7,2013.7.4,game-01,21276,1620
7,2013.7.16,game-01,21276,1620
7,2013.7.14,game-01,21276,0
7,2013.7.28,game-01,21276,1620
7,2013.7.10,game-01,21276,3330
7,2013.7.17,game-01,21276,810
7,2013.7.10,game-01,21276,1620
7,2013.7.16,game-01,8812,810
7,2013.7.16,game-01,7575,5710
7,2013.7.5,game-01,7575,810
7,2013.7.22,game-01,6482,810
7,2013.7.28,game-01,6482,810
7,2013.7.7,game-01,22204,5710
7,2013.7.1,game-01,22204,5710
7,2013.7.2,game-01,22204,1620
7,2013.7.2,game-01,22204,5710
7,2013.7.11,game-01,734,810
7,2013.7.2,game-01,16954,0
7,2013.7.2,game-01,16954,1620
7,2013.7.23,game-01,16954,13330
7,2013.7.20,game-01,18372,13330
7,2013.7.23,game-01,18372,25710
7,2013.7.16,game-01,18799,810
7,2013.7.15,game-01,246,1620
7,2013.7.11,game-01,246,5710
7,2013.7.28,game-01,246,6480
7,2013.7.7,game-01,246,1620
7,2013.7.5,game-01,246,1620
7,2013.7.14,game-01,246,6480
7,2013.7.30,game-01,238,1620
7,2013.7.11,game-01,238,9520
7,2013.7.25,game-01,238,5710
7,2013.7.25,game-01,238,9520
7,2013.7.7,game-01,238,13330
7,2013.7.27,game-01,238,13330
7,2013.7.3,game-01,12897,5710
7,2013.7.5,game-01,12897,13330
7,2013.7.17,game-01,20972,1620
7,2013.7.16,game-01,403,810
7,2013.7.28,game-01,403,1620
7,2013.7.2,game-01,11470,5710
7,2013.7.23,game-01,11470,5710
7,2013.7.23,game-01,11470,3240
7,2013.7.29,game-01,1548,810
7,2013.7.30,game-01,1548,2430
7,2013.7.15,game-01,6459,1620
7,2013.7.28,game-01,1943,3240
7,2013.7.23,game-01,1943,1620
7,2013.7.2,game-01,1943,5710
7,2013.7.2,game-01,1943,3240
7,2013.7.29,game-01,1943,3240
7,2013.7.26,game-01,3547,5710
7,2013.7.19,game-01,117,810
7,2013.7.30,game-01,17,810
7,2013.7.13,game-01,17,1620
7,2013.7.1,game-01,13948,13330
7,2013.7.26,game-01,11,1620
7,2013.7.29,game-01,11,1620
7,2013.7.23,game-01,11,5710
7,2013.7.29,game-01,22115,810
7,2013.7.30,game-01,22115,810
7,2013.7.10,game-01,22115,5710
7,2013.7.12,game-01,13015,810
7,2013.7.13,game-01,14108,810
7,2013.7.29,game-01,14108,810
7,2013.7.28,game-01,14108,810
7,2013.7.7,game-01,14108,810
7,2013.7.8,game-01,6372,5710
7,2013.7.5,game-01,18071,4860
7,2013.7.4,game-01,18071,4860
7,2013.7.5,game-01,18071,1620
7,2013.7.14,game-01,18071,3240
7,2013.7.4,game-01,18071,1620
7,2013.7.15,game-01,18071,3240
7,2013.7.15,game-01,18071,810
7,2013.7.15,game-01,18071,1620
7,2013.7.5,game-01,18071,810
7,2013.7.15,game-01,2784,5710
7,2013.7.30,game-01,2784,5710
7,2013.7.16,game-01,2784,5710
7,2013.7.27,game-01,2784,5710
7,2013.7.26,game-01,9009,5710
7,2013.7.27,game-01,9009,1620
7,2013.7.27,game-01,9009,5710
